siren,siret_siege,denomination,nom_usage,sigle,naf,naf_numerique,tags_numerique,categorie_juridique,famille_ess,flag_ess_sirene,est_active,date_creation,tranche_effectifs,annee_effectifs,categorie_entreprise,caractere_employeur,societe_mission,rna,code_postal,commune,site_web,nom_structure_porteuse,sources,origines,methode_jointure,confiance_jointure,score_enrichissement
491348009,49134800900011,TAIBA INFOSERVICES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-08-01,NN,,PME,,,W941002040,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
491452991,49145299100046,FITTINGBOX,,,62.01Z,True,dev_logiciel,5699.0,,True,True,2006-08-01,22,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
491467528,49146752800015,ASSOCIATION ENTRAIDE INFORMATIQUE,,ASS,62.02A,True,conseil_it,9220.0,association,True,False,2006-02-18,NN,,,,,W751174933,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
491480018,49148001800036,COMMUNES PRATIQUE,,,62.02A,True,conseil_it,9220.0,association,,False,2006-08-01,NN,,,,,W336000451,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
491623195,49162319500014,SERVICES DOM ASSOCIATION,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-04-04,NN,,PME,,,W593001301,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
491737656,49173765600018,TIMOTHY,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-06-01,NN,,PME,,,W941002186,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
491806717,49180671700022,PRO FORMATION,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-07-18,NN,,PME,,,W301000429,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
491866521,49186652100017,ACREER INFOGERANCE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-05-23,NN,,PME,,,W343001182,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492010798,49201079800014,SYLANA,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-08-11,NN,,PME,,,W822000255,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492036751,49203675100013,WWW.VIAPAY.FR,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-04-07,NN,,PME,,,W313000507,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492073044,49207304400017,ACCES POUR TOUS A L'INFORMATIQUE,,@.P.T.I.,62.02A,True,conseil_it,9220.0,association,True,True,2006-08-31,NN,,PME,,,W761000447,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492098421,49209842100018,EDIBUILD,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
492213335,49221333500036,S2I EVOLUTION,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2006-09-25,11,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
492226477,49222647700015,L'INFORMATIQUE FACILE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-08-28,NN,,PME,,,W303000194,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492240296,49224029600011,ETICWEB,,,62.02A,True,conseil_it,5458.0,cooperative,True,True,2006-10-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
492320783,49232078300011,ASSOCIATION WEB-IMPACT,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-04-18,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
492427463,49242746300012,2ID INFORMATIQUE ET INTERNET,,,62.02A,True,conseil_it,9220.0,association,True,False,2006-09-01,NN,,,,,W911000253,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
492464763,49246476300019,LADAP,,LADAP,63.11Z,True,hebergement,9220.0,association,True,True,2006-11-01,NN,,PME,,,W192000420,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492568951,49256895100015,ASS POUR LA FORMATION DE L OUTIL MULTIMEDIA ET INFORMATIQUE,,APOMI,62.02A,True,conseil_it,9220.0,association,True,False,2006-08-01,NN,,,,,W632002359,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
492646476,49264647600019,ASSOC ATELIERS DES CLICS INFORMATIQUE ET INTERNET,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-10-15,NN,,PME,,,W302001460,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492650320,49265032000012,MICRO-SERVICE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-10-23,NN,,PME,,,W691065890,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492681499,49268149900017,CSI-SUD,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
492852348,49285234800019,INFORMATIQUE ET TELEMATIQUE DE MORANGIS,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-09-01,NN,,PME,,,W913001841,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
492886999,49288699900043,ASSISTANCE INFORMATIQUE ROUSSILLONNAISE,,AIR,62.02A,True,conseil_it,9220.0,association,True,True,2006-07-01,NN,,PME,,,W662000711,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493015119,49301511900016,PLAYERS ASSOCIES,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2006-06-17,NN,,,,,W634000861,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
493037824,49303782400015,CENTRE DE REGROUPEMENT INFORMATIQUE ET STATISTIQUE EN ANATOMIE ET CYTOLOGIE PATHOLOGIQUES DE LA REGION RHONE ALPES,,CRISAP RHONE ALPES,63.11Z,True,hebergement,9220.0,association,True,True,2001-03-13,NN,,PME,,,W691070242,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493072037,49307203700010,PAYS SOISSONNAIS INFORMATIQUE LIBRE,,PSIL,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-10-14,NN,,,,,W024001003,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
493258784,49325878400013,DECLIC INFORMATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-11-01,NN,,PME,,,W382002516,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493389258,49338925800028,LA PUCE JOCASSIENNE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-10-01,NN,,PME,,,W953000202,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493484612,49348461200012,ASS MULTIMEDIA DU PLATEAU,,AMP,62.02A,True,conseil_it,9220.0,association,True,False,2006-02-13,NN,,,,,W193000023,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
493602726,49360272600025,HANDIVISION,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-01-12,NN,,PME,,,W362000318,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493632277,49363227700015,ASSOCIATION  EZCOM-FR,,,63.11Z,True,hebergement,9220.0,association,True,True,2007-01-01,NN,,PME,,,W596001578,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493645790,49364579000012,EUROCLICS,,,63.12Z,True,portail_web,9220.0,association,,False,2006-01-14,NN,,,,,W263000373,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
493646269,49364626900016,WEB HOSTING CONCEPT (WHC),,ASS,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-06-12,NN,,PME,,,W423000572,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
493754469,49375446900010,WEB AUDE,,,58.29C,True,edition_logiciel,9220.0,association,,False,2006-10-18,NN,,,,,W111000745,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
493769673,49376967300010,COOP INFORMATIQUE EN ENTREPRISE SOCIETE COOPERATIVE DE PRODUCTION,,CIE,62.02A,True,conseil_it,5458.0,cooperative,,False,2007-01-01,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
493770028,49377002800014,COOP INFORMATIQUE A DOMICILE SOCIETE COOPERATIVE DE PRODUCTION,,CIAD,62.02A,True,conseil_it,5458.0,cooperative,,False,2006-12-21,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
493983167,49398316700047,QUANTUMI,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-12-13,NN,,PME,,,W832000616,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
494005945,49400594500014,ADMINISTRELLE,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-11-21,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
494260938,49426093800019,ASSOCIATION INFORMATIQUE MULTIMEDIA 12M,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-12-08,NN,,PME,,,W343002394,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
494561731,49456173100014,TTP,,ASS,62.02A,True,conseil_it,9220.0,association,,False,2007-02-21,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
494760812,49476081200011,S I B E R 42,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-03-03,NN,,,,,W423001785,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
494787013,49478701300015,SOS MICRO ORDINATEUR,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-02-09,NN,,,,,W802005102,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
494871916,49487191600016,VIRTUALRMS,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-04-01,NN,,PME,,,W513000775,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
495096505,49509650500013,MOSTICK,,,62.02A,True,conseil_it,5458.0,cooperative,True,True,2007-03-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
495106049,49510604900010,ASS MANDATAIRES ADMINISTRATEURS JUDICIAIRES INFORMATIQUE,,MAJI,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-01-01,NN,,PME,,,W881002959,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
495128225,49512822500010,ICOM2I,,ICOM2I,63.11Z,True,hebergement,5458.0,cooperative,,False,2007-03-01,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
495299356,49529935600040,UNTERLUDE,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2007-04-23,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
495330078,49533007800017,CENTRE RELAIS CESSON,,C.R.C,63.11Z,True,hebergement,9220.0,association,True,False,2007-04-01,NN,,,,,W353003676,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
495380255,49538025500010,AUDIT EXPERT,,,62.02A,True,conseil_it,9220.0,association,,False,2005-01-01,NN,,,,,W852004594,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
495398877,49539887700029,PUISSANCE DES CONNAISSANCES,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-02-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
497553487,49755348700016,SCOPIKA,,,62.02A,True,conseil_it,5460.0,,True,True,2007-04-18,03,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
497561043,49756104300017,CLUB INFORMATIQUE GESSIEN,,,62.02A,True,conseil_it,9220.0,association,True,False,2007-02-01,NN,,,,,W013001135,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
497675637,49767563700019,ORANI,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
497760314,49776031400011,INFO SOUTIEN,,,62.02A,True,conseil_it,9220.0,association,,False,2007-04-27,NN,,,,,W723004624,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
497846857,49784685700017,GNU LINUX MATTERS 'GNU LINUX COMPTE',,,62.02A,True,conseil_it,9220.0,association,True,True,2007-03-07,NN,,PME,,,W313005498,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
498232875,49823287500019,ACTION WEB MULTIMEDIA,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-02-06,NN,,PME,,,W133004224,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
498333624,49833362400027,PIXEL-INFO,,,62.02A,True,conseil_it,5499.0,,True,True,2007-06-01,01,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
498452150,49845215000010,CHAILLEVETTE INFORMATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-02-27,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
498570068,49857006800011,AMBWEB,,,62.01Z,True,dev_logiciel,9260.0,association,True,True,2006-07-18,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
498574086,49857408600019,MAITRISE DU CLAVIER INFORMATIQUE MCI,,,62.02A,True,conseil_it,9220.0,association,True,False,2007-03-01,NN,,,,,W651000061,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
498906080,49890608000011,CLUB ROISEY INFORMATIQUE,,CRI,62.02A,True,conseil_it,9220.0,association,True,True,2003-10-27,NN,,PME,,,W423001313,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
498936798,49893679800012,TSKLAN,,,63.11Z,True,hebergement,9220.0,association,True,True,2007-04-06,NN,,PME,,,W401001284,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
499058246,49905824600020,GCS E-SANTE CHAMPAGNE-ARDENNE,,,62.02A,True,conseil_it,9900.0,fondation,,True,2007-07-10,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
499078335,49907833500019,SAYAI,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-05-10,NN,,PME,,,W311001062,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
499266039,49926603900043,DATABEANS,,,62.02B,True,conseil_it,9220.0,association,True,True,2007-02-02,NN,,PME,,,W751179799,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
499330108,49933010800014,CD2P,,,62.02A,True,conseil_it,5460.0,,True,True,2007-07-01,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
499512895,49951289500016,E EBINAIRE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-07-02,NN,,,,,W423002639,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
499516797,49951679700010,SILEX TAILLE NUMERIQUE,,SILEX TN,62.01Z,True,dev_logiciel,5460.0,,True,True,2007-07-30,02,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
499525772,49952577200012,MSO PLUS,,ASSOCIATION,62.02A,True,conseil_it,9260.0,association,True,True,2007-06-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
499601904,49960190400018,ABC LOGISTIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-08-16,NN,,PME,,,W643000823,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
499604387,49960438700021,GCS TELESANTE LORRAINE,,,62.02A,True,conseil_it,9900.0,fondation,,False,2007-03-01,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
499672178,49967217800013,ARMANCE INFORMATIQUE,,,62.01Z,True,dev_logiciel,5458.0,cooperative,True,True,2007-09-03,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
499741494,49974149400011,MICRO EISTI,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2006-01-24,NN,,,,,W643000201,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
499820017,49982001700014,ASSONET,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-05-14,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
499880227,49988022700016,CEPHIEM,,,62.02A,True,conseil_it,9220.0,association,,False,2007-05-02,NN,,,,,W133001928,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
499913515,49991351500031,7RED,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2007-09-17,01,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
500008370,50000837000016,LAIDUX,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-02-01,NN,,PME,,,W543000021,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
500113196,50011319600017,INGENIA,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-10-01,NN,,PME,,,W593001862,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
500315627,50031562700017,REZONANCE INFORMATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-06-11,NN,,PME,,,W332004260,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
500465455,50046545500011,WEB@NET2007,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2007-08-30,NN,,,,,W313007072,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
500486659,50048665900039,ACAMENTIS,,,62.01Z,True,dev_logiciel,5499.0,,True,True,2007-10-15,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
500653399,50065339900013,A.P.I AIDE PERSONNALISEE A L' INFORMATIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-05-11,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
500745856,50074585600012,MAKE IT MAGIC,,,63.12Z,True,portail_web,9220.0,association,True,True,2007-08-26,NN,,PME,,,W9R1002049,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
500769302,50076930200018,SYNAGORA,,,62.02A,True,conseil_it,5460.0,,True,True,2007-11-02,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
500887229,50088722900010,LES TROMPETTES DE VERSAILLES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2003-06-01,NN,,PME,,,W913002472,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
501046825,50104682500011,SOS INFORMATIQUE FAMILLE,,ASSOCIATION,62.02A,True,conseil_it,9220.0,association,,False,2007-04-26,NN,,,,,W313006044,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
501196935,50119693500032,DEXMA ING,,,62.02A,True,conseil_it,5499.0,,True,True,2007-11-26,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
501206130,50120613000038,DAT'AIDS,,DAT'AIDS,63.11Z,True,hebergement,9220.0,association,True,True,2006-05-11,01,2023.0,PME,,,W062002343,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
501250872,50125087200030,ECO-SAPIENS,,,63.12Z,True,portail_web,5460.0,,True,False,2007-12-01,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
501316665,50131666500048,DIRECTVELO,,,63.12Z,True,portail_web,9220.0,association,True,True,2004-10-14,02,2023.0,PME,,,W653000413,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
501398085,50139808500016,LES P'TIT ZOUTILS,,L-P-Z,62.01Z,True,dev_logiciel,9220.0,association,True,False,2007-06-26,NN,,,,,W741004168,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
501462352,50146235200011,LE CLAVIER LIBRE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-09-28,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
501595268,50159526800043,FACYLITIES MULTI SERVICES,,,63.11Z,True,hebergement,5710.0,,,True,2008-01-07,41,2023.0,ETI,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
501628028,50162802800026,AUTOKTONE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-09-11,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
501734941,50173494100013,VIRTUALSERV,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-09-27,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
501745780,50174578000012,NET ESPACE TECHNIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-10-01,NN,,PME,,,W843002450,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
501952261,50195226100011,PROJECT DEVELOPMENT,,,58.29A,True,edition_logiciel,9220.0,association,True,True,2007-10-08,NN,,PME,,,W131003068,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
501978084,50197808400025,VORTEX,,,62.02A,True,conseil_it,9220.0,association,,False,2000-07-17,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
502082688,50208268800016,HIVANE,,,62.02A,True,conseil_it,9220.0,association,True,True,2007-10-24,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
502216492,50221649200038,INTIS,,,62.02A,True,conseil_it,5458.0,cooperative,True,True,2008-01-02,12,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
502310949,50231094900016,ANTIBOISE MULTIMEDIA,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-09-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
502378532,50237853200027,FOUR DEVILS PROD,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2007-06-22,NN,,PME,,,W802003349,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
502513344,50251334400015,MARSEILLE PRO SERVICE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2008-01-21,NN,,PME,,,W133007982,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
502540586,50254058600018,CYBER CLUN INFO NET,,CCIN,62.02A,True,conseil_it,9220.0,association,True,True,2000-01-22,NN,,PME,,,W343005599,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
502654353,50265435300056,CARISINFO,,,58.29C,True,edition_logiciel,5710.0,,,False,2008-02-08,00,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
502836349,50283634900014,GROUPE INFORMATIQUE DE L'ECOLE CENTRALE MARSEILLE,,GINFO,62.02A,True,conseil_it,9220.0,association,True,True,2007-03-08,NN,,PME,,,W133004804,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
502950785,50295078500027,MEDIAS PROCESS,,,63.11Z,True,hebergement,5458.0,cooperative,True,True,2008-10-01,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
503017113,50301711300179,GCS E-SANTE BRETAGNE,,,63.11Z,True,hebergement,9900.0,fondation,,True,2007-07-20,12,2023.0,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
503062408,50306240800052,ACCESS42,,ACS HORIZONS,62.01Z,True,dev_logiciel,5460.0,,True,True,2008-03-08,12,2023.0,PME,,,,,,,,ess_france|esus|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
503117780,50311778000018,SOLUTIONS INFORMATIQUES ET MISSION POUR L ENTREPRISE,,SIME,62.02A,True,conseil_it,9220.0,association,True,True,2008-02-18,NN,,,,,W353004977,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
503268625,50326862500012,WEB SOLIDAIRE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2008-02-01,NN,,PME,,,W263002359,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
503324212,50332421200011,DOUCE FRANCE INTERNET,,,63.12Z,True,portail_web,9220.0,association,True,False,2006-04-24,NN,,,,,W281001007,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
